2	9	3	0	0	128
2	11	3	3	152	108
2	11	3	2	30	108
2	11	3	4	156	104
2	9	3	0	0	116
2	10	3	0	0	100
2	14	3	9	392	128
2	14	3	7	303	112
2	9	3	0	0	120
2	11	3	1	22	112
2	9	3	0	0	100
2	11	3	2	56	112
2	9	3	2	7	100
2	11	3	3	125	116
2	12	3	6	174	100
2	8	3	0	0	92
2	9	3	1	71	96
2	8	3	0	0	92
2	11	3	4	220	100
2	13	3	4	161	112
2	15	3	8	282	108
2	15	3	6	206	92
2	8	3	0	0	100
2	12	3	5	180	104
2	10	3	4	65	104
2	8	3	0	0	100
2	12	3	3	60	92
2	12	3	3	110	100
2	15	3	8	379	120
2	12	3	6	308	84
2	8	3	0	0	116
2	8	3	1	50	100
2	15	3	11	511	88
2	13	3	7	160	92
2	10	3	3	131	100
2	10	3	1	22	112
2	10	3	0	0	84
2	11	3	1	52	128
2	11	3	1	21	100
2	11	3	3	148	88
2	11	3	1	34	116
2	10	3	3	150	120
2	8	3	0	0	84
2	15	3	9	282	100
2	10	3	3	106	92
2	8	3	0	0	108
2	9	3	0	0	88
2	15	3			
2	10	3	2	24	100
2	13	3	6	377	192
1	9	3	2	141	52
1	11	3	7	319	44
1	15	3	11	321	60
1	12	3	8	463	72
1	7	3	1	18	44
1	5	3	0	0	40
1	6	3	0	0	40
1	15	3	12	313	44
1	11	3	5	316	48
1	4	3	0	0	40
1	12	3	8	414	44
1	15	3	11	317	52
1	5	3	0	0	40
1	12	3	8	421	68
1	8	3	2	116	92
1	4	3	0	0	40
1	4	3	0	0	40
1	6	3	0	0	40
1	10	3	6	304	76
1	14	3	11	669	72
1	8	3	2	133	60
1	14	3	11	693	48
1	5	3	0	0	40
1	12	3	9	187	52
1	11	3	8	190	44
1	6	3	0	0	68
1	7	3	0	0	44
1	6	3	0	0	40
1	7	3	0	0	56
1	12	3	8	509	64
1	15	3	12	536	44
1	14	3	10	331	60
1	10	3	6	240	52
1	9	3	3	142	60
1	14	3	12	244	44
1	10	3	6	283	40
1	6	3	0	0	40
1	10	3	5	350	64
1	15	3	13	209	44
1	4	3	0	0	40
1	4	3	0	0	40
1	7	3	0	0	40
1	4	3	0	0	40
1	8	3	2	65	64
1	9	3	4	300	60
1	11	3	7	449	60
1	11	3	8	474	40
1	12	3	8	557	72
1	14	3	11	653	72
1	11	3	7	377	72
